Word1,Flag1,Word2,Flag2,MI,logDF
支出,v,2011,m,-2.428819515793712,0.0
提升,v,新,a,1.6982399001590849,0.0
推出,v,较,d,0.12128810923664922,0.0
当然,d,欢迎,v,12.406011643437086,0.0
1417,m,:,x,7.388961191244569,0.0
新,a,用户数量,n,4.962347340658106,0.0
势必,d,帮助,v,14.84211075824376,0.0
楼宇,nr,电视广告,n,11.30021697941449,0.0
上升,v,18.3,m,6.17468609733063,0.0
22.5,m,百万美元,m,10.322243285744488,0.0
为,p,13.0,m,3.824729176275515,0.0
也,d,维持,v,3.358591325708867,0.0
此,zg,前不久,i,13.607645504606737,0.0
增大,v,2007,m,6.444499035795486,0.0
1.744,m,亿元,m,7.1014371152999916,0.0
执行官,n,赵志伟,nr,9.563251385248282,0.0
和,c,8.2,m,2.04361513240507,0.0
电话,n,进行,v,5.270469636020437,0.0
通用软件,l,业务,n,8.265126314946126,0.0
Q1,eng,开始,v,5.382679139606462,0.0
第一季度,l,要点,n,2.375389483420373,0.0
疲软,a,对,p,7.188528022484261,0.0
亏,vn,1.136,m,13.759648598051786,0.0
61.7,m,％,x,6.748421342628532,0.0
和,c,3710,m,4.365543227292432,0.0
至,p,6510,m,7.151496469958741,0.0
人民币,n,9.34,m,4.4101830581461385,0.0
总收入,n,徘徊,v,9.307521780037723,0.0
在,p,1800,m,3.1284715423478073,0.0
并,c,由此,c,8.31486375537889,0.0
5200,m,-,x,4.045832517817288,0.0
博,n,增值,v,5.867864894833476,0.0
薪酬,n,水平,n,8.068486693498706,0.0
达,v,60.7,m,7.666891457131934,0.0
接受,v,商务部,nt,14.9295735994941,0.0
由于,c,应聘,v,8.528694163211915,0.0
10.69,m,亿元,m,7.1014371152999916,0.0
33.24,m,亿元,m,7.1014371152999916,0.0
非现金,n,亏损,vn,3.8954624533975064,0.0
净亏损,vn,缩,v,4.948006317591084,0.0
优酷,a,股东,n,4.182691933345694,0.0
营收,n,4234.6,m,8.539404643293915,0.0
一,m,业务收入,n,3.0438772261547036,0.0
0.54,m,美元,q,7.471166986257566,0.0
阿里,nrt,Q2,eng,9.300216979414488,0.0
74.29,m,%,x,5.10700276854393,0.0
约合,vn,1.045,m,5.748887404671315,0.0
大度,n,咨询,vn,14.470141980856802,0.0
内会,n,面临,v,13.84211075824376,0.0
财季,n,净利润,n,3.7372807850233314,0.0
月,m,中,f,-1.5998407495597624,0.0
广大,a,用户,n,6.245921002099348,0.0
长远,d,看来,v,14.607645504606737,0.0
1.984,m,亿元,m,7.1014371152999916,0.0
增,v,40.2,m,6.793864313389698,0.0
3.341,m,亿,m,9.402096593433702,0.0
此等,r,银行,n,13.174686097330632,0.0
名,n,增长,v,-0.4756925380670738,0.0
提升,v,公司,n,-0.030632011960784796,0.0
为,p,90.3,m,4.409691676996672,0.0
可,v,不断,d,5.68179439702889,0.0
这,r,同时,c,2.429136258954553,0.0
没有,v,影视作品,n,12.607645504606735,0.0
是,v,机会,n,4.1165440076902,0.0
合摊,vn,薄,a,6.468094152207943,0.0
1.467,m,亿元,m,5.5164746145788355,0.0
股份,n,及,c,1.1828296767635318,0.0
Q2,eng,总收入,n,3.8480901614004246,0.0
接受,v,出价,v,9.470141980856802,0.0
连续,a,两,m,8.393326383805972,0.0
涨,n,0.37,m,10.367331175273025,0.0
EA,eng,运营,vn,6.299761655111865,0.0
受,v,利好,a,9.144938753936577,0.0
的,uj,调试,vn,5.00745381790483,0.0
网络版,n,叁,m,16.34461109877294,0.0
细分,n,第四季度,l,4.751920483419532,0.0
16.16,m,%,x,5.10700276854393,0.0
到,v,43.30,m,9.8289112604889,0.0
过程,n,对,p,6.536451325904568,0.0
共同,d,分账,v,14.607645504606737,0.0
起价,v,系统,n,13.72012023386515,0.0
涨幅,n,达,v,4.889283878468381,0.0
灵通网,n,已经,d,5.889283878468381,0.0
清华大学,nt,五道口,n,17.9295735994941,0.0
收入,v,1120,m,3.1366816532612756,0.0
良好,a,发展,vn,5.213718828966319,0.0
游戏,n,Torchlight,eng,7.766238407412137,0.0
比例,n,本季,t,3.686622822495003,0.0
毛利率,n,依然,d,3.9102434971040276,0.0
141.1,m,%,x,4.107002768543931,0.0
回升,v,盛大,b,5.4098145065945396,0.0
为,p,181,m,2.602336754939067,0.0
对,p,季度,n,-0.5871998229610688,0.0
减少,v,17.6,m,5.875478078943351,0.0
这个,r,游戏,n,2.7364910640180855,0.0
先生,n,继续,v,4.036746218255212,0.0
百度,n,搜狐,nz,1.4198295174601592,0.0
拥有,v,领先,n,7.245701730871494,0.0
针对,p,Q,eng,10.885179480135646,0.0
公司,n,下属,v,7.04083035059584,0.0
稳定,a,搜狐,nz,4.770806144858019,0.0
61.4,m,万美元,m,4.78698785113781,0.0
流出,v,部分,n,7.083299688144192,0.0
增长,v,40.74,m,5.864157464817552,0.0
增长,v,204.7,m,4.864157464817551,0.0
为,p,1384,m,5.409691676996671,0.0
泉,n,国际,n,11.537256176715339,0.0
业务收入,n,下跌,v,2.855432136741593,0.0
实质,n,影响,vn,10.394298222873296,0.0
收为,v,50.4,m,7.508560743714873,0.0
E,eng,条,q,18.929573599494102,0.0
其,r,国际,n,3.332685032466135,0.0
其,r,增长率,n,3.3674504506268113,0.0
WPS,eng,个人版,n,13.537256176715337,0.0
人民币,n,2.687,m,6.410183058146138,0.0
6.145,m,亿元,m,7.1014371152999916,0.0
成本,n,相对,d,3.567150286103158,0.0
公司,n,研发,j,-0.613805677932128,0.0
新设,nt,15,m,10.705571925295994,0.0
11.4,m,亿元,m,3.101437115299992,0.0
前程无忧,i,调整,vn,3.1299378244298244,0.0
人民币,n,3950,m,2.9507514395088412,0.0
1.553,m,亿美元,m,8.233475428538236,0.0
了,ul,传统,n,2.774953241801483,0.0
是因为,c,业务流程,n,7.971020884063087,0.0
面对,v,诸多,m,14.470141980856802,0.0
印刷,vn,业务,n,2.680163814224971,0.0
与,p,放贷,v,8.725002455244896,0.0
约,d,200,m,3.0431149037903933,0.0
866,m,万美元,m,1.8800972555292919,0.0
5150,m,万元,m,5.275049446817523,0.0
增,v,29,m,3.349079470716803,0.0
澳门,ns,和,c,6.950505728013589,0.0
亏损,vn,1798.6,m,9.480424954118662,0.0
成本,n,有所,n,1.2116696315047684,0.0
-,x,1714,m,5.215757519259601,0.0
同期相比,i,分别,d,2.8521736957100092,0.0
05,m,日,m,1.5527529477444884,0.0
原,b,副,b,15.9295735994941,0.0
达,v,1.016,m,8.152318284302176,0.0
折合,v,30,m,2.3602816540110667,0.0
探索,v,并,c,7.144938753936578,0.0
较量,d,胜负,v,18.929573599494102,0.0
19.31,m,美元,q,8.471166986257565,0.0
第二季度,mq,使用,v,1.0682140324513267,0.0
收为,v,3078,m,8.09352324443603,0.0
服务,vn,中彩,nz,8.850088815667284,0.0
其余,r,60,m,9.13353399066433,0.0
并且,c,国庆,t,11.929573599494098,0.0
为,p,1604,m,5.409691676996671,0.0
于,p,摩根,nz,6.735432360630964,0.0
会计准则,n,内容,n,1.6708879593662715,0.0
开始,v,试水,vn,11.382679139606461,0.0
加上,v,产品线,n,10.322243285744488,0.0
更加,d,重要,a,7.984129763116187,0.0
5411,m,个,m,10.236086641994774,0.0
涉及,v,二季度,mq,7.06152274574894,0.0
第三季度,mq,两,m,3.410121626348949,0.0
信息,n,作,v,11.470141980856802,0.0
引进,v,更,d,8.271362116742305,0.0
净利润,n,2.6,m,3.2778491663860345,0.0
报表,n,和,c,4.143150805955985,0.0
是,v,低,a,2.3200774017753316,0.0
为,p,2425,m,5.409691676996671,0.0
4910,m,万,m,7.223941212132684,0.0
如,v,网销宝,n,9.567629825758857,0.0
公司,n,影视,n,3.9533675093455,0.0
比率,n,仍,d,9.688782267332142,0.0
2.01,m,元,m,6.329196046386255,0.0
的,uj,回暖,v,3.592416318625986,0.0
360,m,做,v,7.0592088799106945,0.0
看好,v,搜狐,nz,7.068486693498705,0.0
改进,v,后,f,5.312680204097608,0.0
是因为,c,产生,n,3.627613061765273,0.0
应占,v,的,uj,3.4224913171836735,0.0
增,v,71,m,4.641861219944649,0.0
净利,n,达到,v,2.904628751880953,0.0
流通,vn,服务商,n,13.31486375537889,0.0
4.68,m,人民币,n,4.088254963258776,0.0
为,p,38.4,m,3.4096916769966716,0.0
毛利率,n,76,m,5.009779170654942,0.0
港交所,j,:,x,5.067033096357206,0.0
19.47,m,%,x,4.107002768543931,0.0
在,p,六,m,5.128471542347808,0.0
盈利,n,3130,m,7.634378643613443,0.0
约合,vn,0.92,m,6.070815499558678,0.0
在,p,数字,n,1.4466475023740621,0.0
第二季度,mq,正式,ad,2.989604197754961,0.0
为,p,6.98,m,4.409691676996672,0.0
3,m,倍,m,5.458914725433547,0.0
1100,m,名,n,7.635527286222599,0.0
为,p,66.1,m,3.4096916769966716,0.0
月,m,05,m,1.2476900949524041,0.0
出色,v,网易,n,5.296578402351141,0.0
支出,v,降,v,1.8583102748722498,0.0
130,m,-,x,1.6307950185384437,0.0
较,zg,小游戏,n,7.505407310675999,0.0
针对,p,存货,n,11.14821388596944,0.0
恢复,v,持续,vd,4.948719993114363,0.0
3.095,m,亿,m,9.402096593433702,0.0
发展,vn,一系列,m,6.152318284302176,0.0
约合,vn,1.105,m,8.070815499558678,0.0
而,c,展开,v,6.621234569354691,0.0
费用,n,264,m,6.257148257522602,0.0
1.075,m,亿元,m,7.1014371152999916,0.0
64,m,万美元,m,0.23239899946017287,0.0
为,p,54.52,m,5.409691676996671,0.0
行权价,n,更,d,9.686399616021149,0.0
307,m,名,n,11.589723596609474,0.0
了,ul,321,m,5.418809431576208,0.0
百分点,m,市场,n,1.6022841168839717,0.0
收近,v,34,m,10.367331175273025,0.0
员工工资,n,数量,n,8.856771064949891,0.0
业绩,n,不利,a,3.843769219216013,0.0
得以,v,部分,n,7.083299688144192,0.0
收为,v,240,m,3.2108801950741874,0.0
95.4,m,%,x,5.10700276854393,0.0
很,zg,精简,n,12.071592604366527,0.0
3137,m,万美元,m,5.786987851137811,0.0
并购,v,相关,v,5.773964755951994,0.0
至,p,1900,m,4.396608967795272,0.0
463,m,万美元,m,5.786987851137811,0.0
1779,m,万美元,m,4.78698785113781,0.0
美国,ns,电子商务,n,3.456819307431354,0.0
利息,n,按,p,7.0055034139087535,0.0
;,x,毛,nr,2.171194212319762,0.0
1.398,m,亿美元,m,7.233475428538235,0.0
收购,v,达成协议,nz,9.154786539892925,0.0
港元,m,跌破,v,13.02268300388558,0.0
为,p,7138,m,4.409691676996672,0.0
日,m,服务,vn,-2.100467081380229,0.0
致力于,n,取得,v,7.357347086700403,0.0
战略重点,n,转向,v,13.229133881353006,0.0
1992.9,m,万元,m,7.596977541704885,0.0
棋牌,n,游戏,n,8.351200908133293,0.0
和,c,万网,nz,4.950505728013589,0.0
却,d,减少,v,6.360904906113593,0.0
0.82,m,元,m,6.9141585471074105,0.0
强化,v,内容,n,8.054592251840324,0.0
模式,n,初,f,9.84211075824376,0.0
帐户,n,人数,n,5.085750667363186,0.0
营收,n,2.584,m,6.954442142572759,0.0
游戏,n,开发周期,n,7.351200908133293,0.0
缩减,v,35,m,6.350257661914085,0.0
下跌,v,74.35,m,11.31486375537889,0.0
分别,d,采取,v,5.034377026930758,0.0
求职者,n,实际上,d,18.929573599494102,0.0
站,v,等,u,8.907205786465644,0.0
45.17,m,%,x,5.10700276854393,0.0
134.5,m,天,q,16.9295735994941,0.0
卫哲,nr,称,v,7.635527286222599,0.0
达到,v,5.401,m,8.938051753418403,0.0
达,v,45.1,m,6.889283878468381,0.0
市场推广,n,方式,n,5.73420139209136,0.0
美元,q,突破,vn,1.812955503505771,0.0
1.119,m,亿元,m,7.1014371152999916,0.0
第一季度,l,独立,v,1.2693478460100482,0.0
溢利,n,由于,c,4.528694163211915,0.0
业绩,n,掌上,v,2.9664517389908416,0.0
美元,q,1440,m,5.663812064199962,0.0
向下,v,调整,vn,10.625792851316996,0.0
8880,m,万美元,m,5.786987851137811,0.0
了,ul,118.1,m,5.833846930855051,0.0
了,ul,340,m,1.9593778129389106,0.0
增长,v,涨幅,n,0.2791949640963949,0.0
回购,v,北京,ns,3.823010659049216,0.0
交易,n,金额,n,6.755896463190679,0.0
财报,n,盘点,n,8.63380466507359,0.0
0.1,m,％,x,5.6329441252085966,0.0
一定,d,影响,vn,5.750442033098571,0.0
面临,v,难关,v,13.84211075824376,0.0
58,m,美分,m,4.625364900048454,0.0
原因,n,辞去,v,9.096683585329357,0.0
现金,n,净,a,0.38855263079225416,0.0
时,n,带来,v,4.9384060933540885,0.0
可以,c,拨打,v,8.511721084608201,0.0
见成效,i,2007,m,9.144938753936577,0.0
减轻,v,欺诈,vn,16.34461109877294,0.0
个,m,亿,m,0.708609635934377,0.0
约合,vn,1.07,m,5.070815499558678,0.0
经常性,n,经营,vn,9.461968049411102,0.0
服务业,n,毛利率,n,2.7727399733540925,0.0
增长,v,股份,n,-1.5195468276565012,0.0
为,p,652.6,m,5.409691676996671,0.0
可,v,承受,v,10.246579015812417,0.0
光线,n,联姻,n,15.759648598051786,0.0
2150,m,万元,m,4.275049446817522,0.0
减少,v,42.79,m,8.682833001000956,0.0
重点,n,发展,vn,7.000315190857125,0.0
其中,r,11.43,m,7.73420139209136,0.0
及其,c,一个,m,5.393326383805971,0.0
一,m,环,n,11.503308844792,0.0
至,p,1160,m,5.064033628708401,0.0
有力,n,措施,n,10.800290582549133,0.0
收入,v,5.4,m,3.297146325454522,0.0
增,v,201.7,m,8.963789314832011,0.0
所有,b,股东,n,5.84360328730015,0.0
总额,n,增长,v,-1.3157516251973838,0.0
手机游戏,n,第二季度,mq,2.5104363610564016,0.0
28.15,m,亿元,m,7.1014371152999916,0.0
已,d,初见成效,i,9.651124141273618,0.0
美元,q,1030,m,4.011735367620268,0.0
内地,n,的,uj,1.4224913171836735,0.0
电脑,n,专家,n,6.962347340658105,0.0
有,v,回升,v,7.1139901656430755,0.0
为,p,4.9,m,0.551710681869099,0.0
50,m,美分,m,4.542902739856481,0.0
同比,j,稳步增长,i,3.425872065797929,0.0
以及,c,内部,f,3.435718150253276,0.0
4489,m,万美元,m,5.786987851137811,0.0
2527,m,万美元,m,5.786987851137811,0.0
上,f,第三方,m,2.1487262976391444,0.0
公司,n,迈向,v,8.04083035059584,0.0
继续,v,从,p,1.922623008481251,0.0
再创新高,l,达,v,5.950684423132525,0.0
降,v,11.7,m,7.940179099649366,0.0
增,v,85,m,5.641861219944649,0.0
下降,v,速度,n,4.4302259666175,0.0
了,ul,10.7,m,3.418809431576208,0.0
最近,f,进行,v,7.018930869024473,0.0
约合,vn,0.36,m,5.4858529988375215,0.0
六个月,m,中,f,7.655778000279834,0.0
至,p,63,m,3.3441415479011365,0.0
17.10,m,亿元,m,7.1014371152999916,0.0
开发商,n,ActozSoft,eng,14.681646086050511,0.0
的,uj,周期性,n,5.00745381790483,0.0
携程,n,第二季度,mq,1.718094009853822,0.0
订单数,n,为,p,3.4096916769966716,0.0
包括,v,5,x,2.8512976790901496,0.0
人民币,n,4.8,m,1.5032924625376198,0.0
表示,v,收购,v,3.1890022552308377,0.0
23.05,m,%,x,4.107002768543931,0.0
显示,v,麦考林,nr,3.3132545025172333,0.0
超过,v,此前,t,4.215435429202622,0.0
营收,n,更加,d,3.451941802043576,0.0
继上,v,一季度,mq,6.311876570186228,0.0
坚持不懈,i,地,uv,12.486630103645371,0.0
增长,v,8.78,m,4.279194964096395,0.0
下降,v,8.5,m,4.108297871730137,0.0
美,j,会计准则,n,8.96090680629889,0.0
支出,v,得以,v,4.7924223392157925,0.0
四分之三,m,以上,f,13.31486375537889,0.0
等,u,社交,n,5.25185395785309,0.0
增长,v,17.55,m,5.864157464817552,0.0
人民币,n,7.908,m,6.410183058146139,0.0
时空,n,软件,n,4.336882984140687,0.0
240,m,元,m,3.0315154977455694,0.0
所得税,n,下降,v,0.0726739619994158,0.0
预期,vn,一致,d,6.520182663356397,0.0
其他,r,风险,n,6.862811667107191,0.0
4.90,m,%,x,5.10700276854393,0.0
收,n,13.205,m,9.32966075730697,0.0
技术,n,平台,n,4.867864894833476,0.0
收将,n,超过,v,9.4538401685277,0.0
暂停,d,了,ul,3.9593778129389103,0.0
万美元,m,股权,n,-3.207365585721048,0.0
3.3,m,亿,m,5.878534637376689,0.0
3.175,m,亿元,m,7.1014371152999916,0.0
为,p,1340,m,2.0877635821093086,0.0
0.112,m,美元,q,8.471166986257565,0.0
人民币,n,3.624,m,6.410183058146138,0.0
为,p,458,m,5.409691676996671,0.0
;,x,71.7,m,6.694756168376775,0.0
总额,n,9.864,m,11.749664509479164,0.0
逐渐,d,下滑,v,4.922020664880382,0.0
大量,n,投资,vn,6.105012569523819,0.0
艺,n,分段,n,17.9295735994941,0.0
和,c,53.5,m,3.9505057280135887,0.0
放缓,v,对,p,3.32345760257037,0.0
达,v,57,m,4.543509041626652,0.0
561,m,-,x,7.2157575192596,0.0
的,uj,18.2,m,1.2000988958472254,0.0
及,c,互联网,n,-0.4805899428764416,0.0
我们,r,经历,n,5.0934245952486075,0.0
报酬,n,上升,v,1.48663010364537,0.0
3.52,m,美元,q,8.471166986257565,0.0
腾讯,nz,员工,n,3.1916925226363198,0.0
租金,n,成本,n,6.06965062663234,0.0
尚无,v,定论,n,18.929573599494102,0.0
增长,v,29.12,m,5.864157464817552,0.0
我们,r,随时,d,7.208901812668543,0.0
分别,d,成功,a,3.105460124992241,0.0
193.9,m,百万元,m,11.681646086050515,0.0
及,c,注册,v,1.36686162440122,0.0
合,n,0.40,m,9.76970226271571,0.0
约,d,2770,m,5.820722482453945,0.0
举办,v,高端,n,12.800290582549131,0.0
0.42,m,元,m,6.592230452220049,0.0
GameVenturesInc,eng,.,m,11.16802236704962,0.0
放缓,v,主要,b,0.9346567199251343,0.0
在,p,严谨,a,6.713434043068964,0.0
预计,vn,净营,n,0.26622050128607566,0.0
安全,an,服务,vn,3.992107820539711,0.0
重要,a,合作伙伴,n,7.579739508036851,0.0
为,p,7.6,m,1.0173742542179107,0.0
1.340,m,元,m,8.91415854710741,0.0
人民币,n,2.805,m,5.995145558867295,0.0
上涨,v,0.45,m,8.84211075824376,0.0
接近,v,16,m,8.984129763116186,0.0
为,p,463,m,5.409691676996671,0.0
亦可,v,在,p,7.713434043068964,0.0
着,uz,用户,n,4.771989813766936,0.0
超过,v,990,m,7.2059126550841155,0.0
为,p,1211,m,5.409691676996671,0.0
中,f,奥运,j,5.196346381642536,0.0
增长,v,104.7,m,4.279194964096395,0.0
发展壮大,l,中,f,9.655778000279835,0.0
交易,n,担任,v,7.712827741298793,0.0
万美元,m,归于,v,0.8327915407509349,0.0
为,p,102.74,m,5.409691676996671,0.0
本季度,n,营,n,-0.42061671696074465,0.0
广告,n,平均价格,n,4.646123460215251,0.0
达,v,37.9,m,8.474246379189537,0.0
由于,c,APA,eng,2.551414239711998,0.0
611,m,万美元,m,4.78698785113781,0.0
455,m,万美元,m,5.786987851137811,0.0
以期,f,进一步,d,11.461968049411102,0.0
CFO,eng,吕,nr,14.285717409719375,0.0
带给,v,了酷,a,16.34461109877294,0.0
为,p,22.9,m,2.824729176275515,0.0
和,c,搬迁,v,5.365543227292433,0.0
为,p,342,m,2.409691676996671,0.0
季度,n,保持稳定,n,3.7026346422164407,0.0
得到,v,很大,a,9.449793335465,0.0
84,m,亿元,m,3.853509601856406,0.0
包括,v,Xiaonei,eng,9.382679139606463,0.0
受,v,彩铃,n,7.407973159770371,0.0
表现,v,符合,v,6.704366162550596,0.0
1.154,m,亿,m,9.402096593433702,0.0
人民币,n,1.335,m,5.8252205574249825,0.0
竞争力,n,提供,v,8.257148257522603,0.0
的,uj,1680,m,2.200098895847226,0.0
下滑,v,成为,v,2.8824923006937437,0.0
人民币,n,6270,m,3.410183058146138,0.0
8.52,m,%,x,4.107002768543931,0.0
3.418,m,亿,m,9.402096593433702,0.0
%,x,注,v,0.8590752551003451,0.0
携程,n,首席,n,3.4139969473981417,0.0
寻找,v,到,v,6.243948759767743,0.0
利润率,n,20.51,m,9.61216098572923,0.0
当当网,v,净营,n,2.4308801865157457,0.0
交易市场,n,为,p,1.4710922216608147,0.0
齐向东,nr,先生,n,10.987059094154858,0.0
第三方,m,网店,n,13.285717409719375,0.0
起跑,v,阶段,n,14.84211075824376,0.0
592,m,百万元,m,10.096683585329357,0.0
并,c,开始,v,2.7679692954912536,0.0
人民币,n,7.089,m,5.4101830581461385,0.0
和,c,57.85,m,5.365543227292433,0.0
点评,v,九城,ns,8.890654610201796,0.0
似乎,d,难以达到,l,17.9295735994941,0.0
分别,d,更换,v,7.734816745071851,0.0
倍受,v,关注,v,14.122218677436495,0.0
数据,n,波动,vn,5.081733243863385,0.0
1.004,m,亿元,m,7.1014371152999916,0.0
为,p,235,m,4.409691676996672,0.0
贡献,n,完整,a,10.572021594876016,0.0
投入,v,糯米,n,6.176983881853108,0.0
转型,n,UGC,eng,11.885179480135648,0.0
业务,n,在内,u,4.135843298001161,0.0
的,uj,94.6,m,3.4224913171836735,0.0
继续,v,作为,v,4.184844857244346,0.0
延续,v,至,p,5.566533969237584,0.0
甚至,d,低于,v,8.921144977423518,0.0
iPhone,eng,应用程序,n,16.34461109877294,0.0
我们,r,这里,r,7.793864313389698,0.0
年,m,有所,n,-1.9070955135261989,0.0
政策,n,打击,v,9.99293566049153,0.0
二次,m,创业,n,15.344611098772942,0.0
营收,n,高于,v,0.8320455112130323,0.0
同比,j,2005,m,1.9577232300595226,0.0
108,m,万,m,5.054016210690372,0.0
广州,ns,法院,n,15.759648598051786,0.0
180,m,万股,m,7.103819766610986,0.0
下滑,v,14.7,m,4.922020664880382,0.0
16.46,m,%,x,5.10700276854393,0.0
之前,f,增速,v,6.505669833657505,0.0
与,p,Google,eng,3.23314935891522,0.0
178382,m,块,q,13.885179480135644,0.0
优酷,a,改称,v,12.059208879910695,0.0
收入,v,再创新高,l,2.8610472106478486,0.0
增长,v,86.9,m,3.5422293699301886,0.0
增速,v,后,f,2.1055222964563205,0.0
投入,v,807,m,12.243073072310882,0.0
大致,d,为,p,1.0173742542179107,0.0
同比,j,猛增,v,3.747800160685291,0.0
软件,n,信息系统,n,11.194863979268261,0.0
达到,v,7830,m,7.938051753418403,0.0
加盟,ns,e,eng,9.998836261931213,0.0
8904.4,m,万美元,m,5.786987851137811,0.0
但,c,以上,f,5.001980800094535,0.0
4.594,m,亿美元,m,8.233475428538236,0.0
从而,c,掌握,v,14.759648598051786,0.0
的,uj,8.7,m,-0.9467424924820457,0.0
的,uj,巨额,b,2.685525723017467,0.0
年,m,邮箱,n,0.628957386714011,0.0
为,p,6.06,m,3.824729176275515,0.0
34.6,m,万美元,m,3.979632929080206,0.0
于,p,研发,j,0.6657588328241517,0.0
改为,v,每股,r,6.316705102203057,0.0
为,p,221.3,m,5.409691676996671,0.0
以,p,不断更新,i,9.784915356662216,0.0
是,v,奖励,vn,0.15501815550483544,0.0
106.3,m,%,x,5.10700276854393,0.0
生儿育女,n,',x,16.9295735994941,0.0
com,eng,为,p,-1.2196649430829383,0.0
财报,n,今日,t,1.3484024462113426,0.0
和,c,54.5,m,4.143150805955985,0.0
10.18,m,亿元,m,7.1014371152999916,0.0
签,v,激增,v,16.9295735994941,0.0
等,u,现有,b,4.889283878468381,0.0
增长,v,41.5,m,3.163717746676459,0.0
及,c,5.28,m,6.566533969237584,0.0
4.545,m,亿元,m,7.1014371152999916,0.0
IPO,eng,后,t,10.715254478693332,0.0
为,p,7.65,m,4.409691676996672,0.0
com,eng,提供,v,5.21275413816415,0.0
款项,n,的,uj,2.200098895847226,0.0
利润,n,7129,m,7.249214075980387,0.0
净利,n,20,m,3.1546836115555013,0.0
约,d,4090,m,7.306149309624187,0.0
了,ul,证券,n,2.1334072127139594,0.0
上,v,限值,n,8.24132329036092,0.0
我们,r,上调,v,4.8869737177811805,0.0
风云,n,再起,v,16.34461109877294,0.0
和,c,8190,m,4.143150805955985,0.0
应用软件,l,略有,v,6.523634406151701,0.0
和,c,60.2,m,4.628577633126226,0.0
51.938,m,亿元,m,7.101437115299992,0.0
来自,v,台湾,ns,3.569549579922223,0.0
的,uj,55.76,m,5.00745381790483,0.0
按,p,季节,n,7.776021567785987,0.0
刘伟,nr,等,u,6.099850864408039,0.0
收入,v,等,u,-0.31583055143623107,0.0
也,d,获得,v,2.994707914380126,0.0
为,p,3067,m,5.409691676996671,0.0
升级,vn,视频,n,5.826285791082077,0.0
